"ID заявки";"ID клиента";"ProductID";"ShopID";"Год заявки";"Дата доставки";"Дата заявки";"Дата заявки (scale)";"Дата и время доставки";"Дата и время заявки";"Доставка (точка)";"Доставка - округ";"Доставка - район";"Доставка - тип";"Клиент";"Клиент - пол";"Клиент - статус";"Клиент- дата рождения";"Магазин";"Магазин (точка)";"Магазин - адрес";"Магазин - район";"Месяц заявки";"Продукт";"Продукт - бренд";"Продукт - категория";"Продукт - подкатегория";"Тип  оплаты";"Время доставки, дн.";"Продажа, ₽";"Скидка, ₽";"Среднее число продуктов в заказе";"Средний чек";"Число заявок";"Число клиентов";"Число магазинов"
2016-490444;O39m1;prd-39;sp-16;2020;31.10.2020;22.10.2020;01.10.2020;31.10.2020 17:53:00;22.10.2020 22:16:00;[55.672237507,37.595801677];ЮЗАО;Котловка;Доставка;Малкова Юлия Николаевна;Женщина;Базовый;1986-05-26;Дельта;[55.63799676,37.590931324];город Москва, микрорайон Северное Чертаново, дом 5, корпус Г;Чертаново Северное;01.10.2020;Весы напольные;Разумный дом;Техника для дома;Техника для красоты и здоровья;Наличные;8.817361111111111;845;0;4;845;1;1;1
2016-086362;KGaAD;prd-20;sp-15;2020;12.09.2020;02.09.2020;01.09.2020;12.09.2020 12:19:00;02.09.2020 12:48:00;[55.69496066,37.456273698];ЗАО;Очаково-Матвеевское;Доставка;Юмашева Инга Альбертовна;Женщина;Базовый;1970-01-07;Гамма;[55.8538123,37.631289912];город Москва, Лазоревый проезд, дом 15, строение 4;Свиблово;01.09.2020;Средство для чистки ванны "Белее белого";БиоДом;Бытовая химия;Чистящие средства;Наличные;9.979861111111111;151;0;4;151;1;1;1
2016-507794;NwMAf;prd-35;sp-20;2020;11.04.2020;06.04.2020;01.04.2020;11.04.2020 04:00:00;06.04.2020 12:10:00;[55.630839764,37.65232762];ЮАО;Царицыно;Доставка;Лазарев Александр Михайлович;Мужчина;Серебряный;1994-05-04;Йота;[55.591001279,37.606876613];город Москва, улица Газопровод, дом 9А;Чертаново Южное;01.04.2020;Электрический чайник;Разумный дом;Техника для дома;Кухонная;Наличные;4.659722222222222;1244;0;2;1244;1;1;1
2016-000643;cGmHr;prd-28;sp-18;2020;18.10.2020;08.10.2020;01.10.2020;18.10.2020 13:30:00;08.10.2020 14:07:00;[55.797790827,37.824400398];ВАО;Восточное Измайлово;Доставка;Ярутин Сергей Александрович;Мужчина;Базовый;1977-08-09;Дзета;[55.730702846,37.735875581];город Москва, Рязанский проспект, дом 2, строение 24;Нижегородский;01.10.2020;Лава-лампа;1001 и одна нужная мелочь;Бытовые товары;Товары последней необходимости;Наличные;9.974305555555556;2059;0;2;2059;1;1;1
2016-148659;0kZDe;prd-23;sp-13;2020;29.09.2020;26.09.2020;01.09.2020;29.09.2020 19:33:00;26.09.2020 18:02:00;[55.655345715,37.41547313];ЗАО;Солнцево;Доставка;Баландин Владимир Иванович;Мужчина;Базовый;1982-04-25;Альфа;[55.724743484,37.422065222];город Москва, Гвардейская улица, дом 15, корпус 2;Можайский;01.09.2020;Зубная паста для чувствительных десен;Кедровый лес;Бытовые товары;Косметика и здоровье;Банковская карта;3.0631944444444446;104;0;3;104;1;1;1
2016-395200;RELDA;prd-33;sp-19;2020;09.01.1974;18.05.2020;01.05.2020;09.01.1974 06:08:00;18.05.2020 14:52:00;[55.841560903,37.388659721];СЗАО;Митино;Самовывоз;Сидоров Александр Леонидович;Мужчина;Базовый;1989-06-02;Эта;[55.862016728,37.422337259];город Москва, улица Вилиса Лациса, дом 23, корпус 2;Северное Тушино;01.05.2020;Мультиварка с 40 режимами готовки еды;Разумный дом;Техника для дома;Кухонная;Банковская карта;"";3329;0;5;3329;1;1;1
2016-691779;dmzU1;prd-17;sp-16;2020;09.01.1974;23.12.2020;01.12.2020;09.01.1974 06:08:00;23.12.2020 23:19:00;[55.680263708,37.570602194];ЮЗАО;Академический;Самовывоз;Подаруев Степан Владимирович;Мужчина;Серебряный;1978-11-05;Дельта;[55.63799676,37.590931324];город Москва, микрорайон Северное Чертаново, дом 5, корпус Г;Чертаново Северное;01.12.2020;Универсальное чистящее средство "Мойдодыр";Мойдодыр;Бытовая химия;Чистящие средства;Наличные;"";298;0;5;298;1;1;1
2016-448646;6nPyL;prd-13;sp-20;2020;20.08.2020;11.08.2020;01.08.2020;20.08.2020 15:44:00;11.08.2020 21:32:00;[55.600555996,37.595886928];ЮАО;Чертаново Южное;Доставка;Кречетов Олег Валерьевич;Мужчина;Базовый;1980-10-18;Йота;[55.591001279,37.606876613];город Москва, улица Газопровод, дом 9А;Чертаново Южное;01.08.2020;Гель для стирки цветных вещей;Чистый дом;Бытовая химия;Моющие средства;Наличные;8.758333333333333;476;0;4;476;1;1;1
2016-426212;OcCfA;prd-26;sp-21;2020;09.01.1974;02.11.2020;01.11.2020;09.01.1974 06:08:00;02.11.2020 18:50:00;[55.78714195,37.522405849];САО;Хорошёвский;Самовывоз;Граве Алексей Владимирович;Мужчина;Базовый;1987-10-29;Сигма;[55.772185093,37.488024823];город Москва, улица Демьяна Бедного, дом 8;Хорошёво-Мнёвники;01.11.2020;Скатерть кухонная темно-синяя ;Ростовская фабрика;Бытовые товары;Кухонные товары;Наличные;"";311;0;3;311;1;1;1
2016-757669;9ZHhc;prd-15;sp-14;2020;09.01.1974;25.11.2020;01.11.2020;09.01.1974 06:08:00;25.11.2020 16:56:00;[55.768262354,37.646921012];ЦАО;Басманный;Самовывоз;Полежаев Петр Иванович;Мужчина;Серебряный;1980-08-01;Бета;[55.775754162,37.602958792];город Москва, Долгоруковская улица, дом 23, строение 1;Тверской;01.11.2020;Раствор для мытья полов;БиоДом;Бытовая химия;Моющие средства;Наличные;"";136;0;4;136;1;1;1
2016-653481;BRDgB;prd-19;sp-22;2020;14.11.2020;06.11.2020;01.11.2020;14.11.2020 02:00:00;06.11.2020 17:52:00;[55.762287337,37.661159483];ЦАО;Басманный;Доставка;Орлов Алексей Александрович;Мужчина;Золотой;1970-07-13;Омега;[55.665135883,37.516913389];город Москва, улица Новаторов, дом 4, корпус 8;Обручевский;01.11.2020;Порошок для чистки ковриков;Городской драйв;Бытовая химия;Чистящие средства;Банковская карта;7.338888888888889;423;0;3;423;1;1;1
2016-149591;Hajr2;prd-26;sp-13;2020;18.12.2020;12.12.2020;01.12.2020;18.12.2020 01:47:00;12.12.2020 21:42:00;[55.756125142,37.412784861];ЗАО;Крылатское;Доставка;Волков Владимир Николаевич;Мужчина;Серебряный;1977-01-25;Альфа;[55.724743484,37.422065222];город Москва, Гвардейская улица, дом 15, корпус 2;Можайский;01.12.2020;Скатерть кухонная темно-синяя ;Ростовская фабрика;Бытовые товары;Кухонные товары;Банковская карта;5.170138888888889;313;0;3;313;1;1;1
2016-748171;oZs4N;prd-25;sp-18;2020;09.01.1974;04.07.2020;01.07.2020;09.01.1974 06:08:00;04.07.2020 14:50:00;[55.740676339,37.719983125];ЮВАО;Лефортово;Самовывоз;Леушина Татьяна Федоровна;Женщина;Базовый;1990-07-26;Дзета;[55.730702846,37.735875581];город Москва, Рязанский проспект, дом 2, строение 24;Нижегородский;01.07.2020;Столовые приборы на 4 персоны;Хлеб-соль;Бытовые товары;Кухонные товары;Наличные;"";7282;0;5;7282;1;1;1
2016-065846;ttdo1;prd-28;sp-14;2020;09.01.1974;29.04.2020;01.04.2020;09.01.1974 06:08:00;29.04.2020 22:52:00;[55.814171976,37.581542639];СВАО;Бутырский;Самовывоз;Корсун Владимир Кузьмич;Мужчина;Базовый;1981-01-08;Бета;[55.775754162,37.602958792];город Москва, Долгоруковская улица, дом 23, строение 1;Тверской;01.04.2020;Лава-лампа;1001 и одна нужная мелочь;Бытовые товары;Товары последней необходимости;Банковская карта;"";2060;0;2;2060;1;1;1
2016-560492;29Daf;prd-35;sp-14;2020;09.01.1974;01.12.2020;01.12.2020;09.01.1974 06:08:00;01.12.2020 14:17:00;[55.756963761,37.646914321];ЦАО;Басманный;Самовывоз;Сиюхов Станислав Хаджимусович;Мужчина;Серебряный;1992-03-24;Бета;[55.775754162,37.602958792];город Москва, Долгоруковская улица, дом 23, строение 1;Тверской;01.12.2020;Электрический чайник;Разумный дом;Техника для дома;Кухонная;Банковская карта;"";1246;0;1;1246;1;1;1
2016-660503;40KFj;prd-24;sp-14;2020;09.01.1974;09.12.2020;01.12.2020;09.01.1974 06:08:00;09.12.2020 12:11:00;[55.82295195,37.576940051];СВАО;Бутырский;Самовывоз;Лактюшин Владимир Алексеевич;Мужчина;Базовый;1978-06-04;Бета;[55.775754162,37.602958792];город Москва, Долгоруковская улица, дом 23, строение 1;Тверской;01.12.2020;Набор тарелок на 4 персоны, керамические;Хлеб-соль;Бытовые товары;Кухонные товары;Банковская карта;"";2513;0;4;2513;1;1;1
2016-216618;RWvzc;prd-16;sp-11;2020;21.02.2020;14.02.2020;01.02.2020;21.02.2020 07:36:00;14.02.2020 11:08:00;[55.64700828,37.521248101];ЮЗАО;Коньково;Доставка;Алехин Андрей Анатольевич;Мужчина;Базовый;1979-04-25;Тау;[55.86161123,37.51313997];город Москва, Флотская улица, дом 25;Головинский;01.02.2020;Порошок для чистки плиты;БиоДом;Бытовая химия;Чистящие средства;Банковская карта;6.852777777777778;197;0;2;197;1;1;1
2016-808681;N157z;prd-34;sp-14;2020;12.12.2020;04.12.2020;01.12.2020;12.12.2020 16:53:00;04.12.2020 21:17:00;[55.759296583,37.556757331];ЦАО;Пресненский;Доставка;Шувалов Юрий Евгеньевич;Мужчина;Базовый;1994-11-30;Бета;[55.775754162,37.602958792];город Москва, Долгоруковская улица, дом 23, строение 1;Тверской;01.12.2020;Тостер;Разумный дом;Техника для дома;Кухонная;Наличные;7.816666666666666;1022;0;4;1022;1;1;1
2016-647013;MoNOS;prd-30;sp-14;2020;09.01.1974;25.09.2020;01.09.2020;09.01.1974 06:08:00;25.09.2020 16:20:00;[55.756780871,37.64668837];ЦАО;Басманный;Самовывоз;Бочаров Сергей Олегович;Мужчина;Базовый;1974-11-21;Бета;[55.775754162,37.602958792];город Москва, Долгоруковская улица, дом 23, строение 1;Тверской;01.09.2020;Прикроватный коврик;1001 и одна нужная мелочь;Бытовые товары;Товары последней необходимости;Банковская карта;"";849;0;4;849;1;1;1
2016-202138;Nla8X;prd-23;sp-13;2020;31.08.2020;27.08.2020;01.08.2020;31.08.2020 15:19:00;27.08.2020 14:32:00;[55.726650621,37.457405722];ЗАО;Фили-Давыдково;Доставка;Шеверева Евгения Александровна;Женщина;Базовый;1972-04-21;Альфа;[55.724743484,37.422065222];город Москва, Гвардейская улица, дом 15, корпус 2;Можайский;01.08.2020;Зубная паста для чувствительных десен;Кедровый лес;Бытовые товары;Косметика и здоровье;Банковская карта;4.032638888888889;105;0;2;105;1;1;1
2016-343687;i7WeH;prd-20;sp-23;2020;09.01.1974;01.04.2020;01.04.2020;09.01.1974 06:08:00;01.04.2020 16:07:00;[55.782995024,37.725407149];ВАО;Соколиная Гора;Самовывоз;Макаров Роман Анатольевич;Мужчина;Базовый;1982-09-26;Каппа;[55.7912397,37.687272174];город Москва, улица Стромынка, дом 6;Сокольники;01.04.2020;Средство для чистки ванны "Белее белого";БиоДом;Бытовая химия;Чистящие средства;Банковская карта;"";151;0;1;151;1;1;1
2016-943861;WE17D;prd-15;sp-14;2020;09.01.1974;22.03.2020;01.03.2020;09.01.1974 06:08:00;22.03.2020 14:21:00;[55.761784957,37.573809934];ЦАО;Пресненский;Самовывоз;Глотов Сергей Александрович;Мужчина;Серебряный;1981-06-25;Бета;[55.775754162,37.602958792];город Москва, Долгоруковская улица, дом 23, строение 1;Тверской;01.03.2020;Раствор для мытья полов;БиоДом;Бытовая химия;Моющие средства;Банковская карта;"";136;0;5;136;1;1;1
2016-261726;c6ywf;prd-20;sp-22;2020;09.01.1974;19.10.2020;01.10.2020;09.01.1974 06:08:00;19.10.2020 17:52:00;[55.62701944,37.484483729];ЮЗАО;Тёплый Стан;Самовывоз;Невзоров Александр Сергеевич;Мужчина;Базовый;1970-05-31;Омега;[55.665135883,37.516913389];город Москва, улица Новаторов, дом 4, корпус 8;Обручевский;01.10.2020;Средство для чистки ванны "Белее белого";БиоДом;Бытовая химия;Чистящие средства;Наличные;"";153;0;4;153;1;1;1
2016-181088;ogrUk;prd-39;sp-14;2020;09.01.1974;23.12.2020;01.12.2020;09.01.1974 06:08:00;23.12.2020 23:32:00;[55.784887886,37.571602164];САО;Беговой;Самовывоз;Мазур Герман Максимович;Мужчина;Золотой;1977-07-14;Бета;[55.775754162,37.602958792];город Москва, Долгоруковская улица, дом 23, строение 1;Тверской;01.12.2020;Весы напольные;Разумный дом;Техника для дома;Техника для красоты и здоровья;Наличные;"";845;0;4;845;1;1;1
2016-373525;CfBK6;prd-28;sp-19;2020;09.01.1974;13.10.2020;01.10.2020;09.01.1974 06:08:00;13.10.2020 19:43:00;[55.851274916,37.380780186];СЗАО;Митино;Самовывоз;Артемьев Артем Александрович;Мужчина;Базовый;1975-06-18;Эта;[55.862016728,37.422337259];город Москва, улица Вилиса Лациса, дом 23, корпус 2;Северное Тушино;01.10.2020;Лава-лампа;1001 и одна нужная мелочь;Бытовые товары;Товары последней необходимости;Наличные;"";2089;0;2;2089;1;1;1
2016-830400;vTyBe;prd-31;sp-15;2020;09.01.1974;29.04.2020;01.04.2020;09.01.1974 06:08:00;29.04.2020 15:37:00;[55.809207372,37.633426529];СВАО;Останкинский;Самовывоз;Сысун Виктор Богданович;Мужчина;Серебряный;1989-01-24;Гамма;[55.8538123,37.631289912];город Москва, Лазоревый проезд, дом 15, строение 4;Свиблово;01.04.2020;Миксер многофункциональный;Kitchen&Food;Техника для дома;Кухонная;Банковская карта;"";1027;0;4;1027;1;1;1
2016-647887;W5D2l;prd-21;sp-17;2020;26.04.2020;21.04.2020;01.04.2020;26.04.2020 20:54:00;21.04.2020 15:15:00;[55.664512188,37.769606898];ЮВАО;Марьино;Доставка;Зверкова Наталья Михайловна;Женщина;Базовый;1982-04-10;Эпсилон;[55.623839092,37.734113107];город Москва, Ореховый проезд, дом 17, корпус 2;Зябликово;01.04.2020;Зубной порошок;Кедровый лес;Бытовые товары;Косметика и здоровье;Банковская карта;5.235416666666667;62;0;1;62;1;1;1
2016-790663;rVP3l;prd-23;sp-15;2020;12.11.2020;02.11.2020;01.11.2020;12.11.2020 06:14:00;02.11.2020 19:44:00;[55.590810881,37.653643768];ЮАО;Бирюлёво Западное;Доставка;Веселов Игорь Геннадьевич;Мужчина;Базовый;1989-11-19;Гамма;[55.8538123,37.631289912];город Москва, Лазоревый проезд, дом 15, строение 4;Свиблово;01.11.2020;Зубная паста для чувствительных десен;Кедровый лес;Бытовые товары;Косметика и здоровье;Наличные;9.4375;104;0;2;104;1;1;1
2016-159153;65UDq;prd-17;sp-22;2020;09.01.1974;09.12.2020;01.12.2020;09.01.1974 06:08:00;09.12.2020 16:10:00;[55.658370238,37.539119676];ЮЗАО;Обручевский;Самовывоз;Деньгин Вадим Евгеньевич;Мужчина;Золотой;1973-02-15;Омега;[55.665135883,37.516913389];город Москва, улица Новаторов, дом 4, корпус 8;Обручевский;01.12.2020;Универсальное чистящее средство "Мойдодыр";Мойдодыр;Бытовая химия;Чистящие средства;Банковская карта;"";296;0;4;296;1;1;1
2016-949964;s3Wpn;prd-23;sp-13;2020;09.01.1974;14.06.2020;01.06.2020;09.01.1974 06:08:00;14.06.2020 14:30:00;[55.73630863,37.406793427];ЗАО;Кунцево;Самовывоз;Махмудов Али Тельманович;Мужчина;Базовый;1981-07-24;Альфа;[55.724743484,37.422065222];город Москва, Гвардейская улица, дом 15, корпус 2;Можайский;01.06.2020;Зубная паста для чувствительных десен;Кедровый лес;Бытовые товары;Косметика и здоровье;Банковская карта;"";105;0;3;105;1;1;1
2016-463485;R4K2X;prd-33;sp-14;2020;31.08.2020;27.08.2020;01.08.2020;31.08.2020 10:57:00;27.08.2020 20:30:00;[55.809195924,37.612025858];СВАО;Марьина Роща;Доставка;Борхонова Намжилма Гомбодоржиевна;Женщина;Серебряный;1986-01-13;Бета;[55.775754162,37.602958792];город Москва, Долгоруковская улица, дом 23, строение 1;Тверской;01.08.2020;Мультиварка с 40 режимами готовки еды;Разумный дом;Техника для дома;Кухонная;Банковская карта;3.6020833333333333;3299;0;4;3299;1;1;1
2016-968095;lGmcQ;prd-18;sp-15;2020;04.01.2021;31.12.2020;01.12.2020;04.01.2021 19:08:00;31.12.2020 18:37:00;[55.852681571,37.645318842];СВАО;Свиблово;Доставка;Шкаев Станислав Олегович;Мужчина;Базовый;1980-08-25;Гамма;[55.8538123,37.631289912];город Москва, Лазоревый проезд, дом 15, строение 4;Свиблово;01.12.2020;Чистящее средство для автомобиля "Скорость";Городской драйв;Бытовая химия;Чистящие средства;Наличные;4.021527777777778;628;0;1;628;1;1;1
2016-719532;Qkc3l;prd-24;sp-13;2020;26.12.2020;21.12.2020;01.12.2020;26.12.2020 10:23:00;21.12.2020 21:02:00;[55.639971104,37.409473243];ЗАО;Солнцево;Доставка;Малышева Лариса Семеновна;Женщина;Базовый;1988-09-15;Альфа;[55.724743484,37.422065222];город Москва, Гвардейская улица, дом 15, корпус 2;Можайский;01.12.2020;Набор тарелок на 4 персоны, керамические;Хлеб-соль;Бытовые товары;Кухонные товары;Наличные;4.55625;2483;0;2;2483;1;1;1
2016-512847;6QMnE;prd-29;sp-13;2020;09.01.1974;31.08.2020;01.08.2020;09.01.1974 06:08:00;31.08.2020 19:23:00;[55.716943091,37.435421876];ЗАО;Можайский;Самовывоз;Гончаренко Александр Ильич;Мужчина;Базовый;1971-07-05;Альфа;[55.724743484,37.422065222];город Москва, Гвардейская улица, дом 15, корпус 2;Можайский;01.08.2020;Магниты на холодильник, 5 шт.;1001 и одна нужная мелочь;Бытовые товары;Товары последней необходимости;Банковская карта;"";260;0;1;260;1;1;1
2016-781695;1mWL4;prd-40;sp-14;2020;30.05.2020;26.05.2020;01.05.2020;30.05.2020 02:37:00;26.05.2020 21:51:00;[55.726760327,37.631575697];ЦАО;Замоскворечье;Доставка;Колесник Анна Владимировна;Женщина;Базовый;1988-04-16;Бета;[55.775754162,37.602958792];город Москва, Долгоруковская улица, дом 23, строение 1;Тверской;01.05.2020;Зубная щетка электрическая;Разумный дом;Техника для дома;Техника для красоты и здоровья;Наличные;3.198611111111111;735;0;1;735;1;1;1
2016-581170;fajEd;prd-35;sp-18;2020;09.01.1974;27.11.2020;01.11.2020;09.01.1974 06:08:00;27.11.2020 21:32:00;[55.793859491,37.795688449];ВАО;Измайлово;Самовывоз;Саралиев Шамсаил Юнусович;Мужчина;Серебряный;1981-11-10;Дзета;[55.730702846,37.735875581];город Москва, Рязанский проспект, дом 2, строение 24;Нижегородский;01.11.2020;Электрический чайник;Разумный дом;Техника для дома;Кухонная;Наличные;"";1241;0;3;1241;1;1;1
2016-810057;yhzYW;prd-28;sp-18;2020;04.10.2020;25.09.2020;01.09.2020;04.10.2020 15:19:00;25.09.2020 22:30:00;[55.691998389,37.719825652];ЮВАО;Печатники;Доставка;Камратов Алексей Григорьевич;Мужчина;Серебряный;1971-01-31;Дзета;[55.730702846,37.735875581];город Москва, Рязанский проспект, дом 2, строение 24;Нижегородский;01.09.2020;Лава-лампа;1001 и одна нужная мелочь;Бытовые товары;Товары последней необходимости;Наличные;8.700694444444444;2096;0;3;2096;1;1;1
2016-610028;kmwEV;prd-25;sp-18;2020;09.01.1974;14.11.2020;01.11.2020;09.01.1974 06:08:00;14.11.2020 14:54:00;[55.687149518,37.728565756];ЮВАО;Печатники;Самовывоз;Тришина Марина Александровна;Женщина;Серебряный;1985-04-09;Дзета;[55.730702846,37.735875581];город Москва, Рязанский проспект, дом 2, строение 24;Нижегородский;01.11.2020;Столовые приборы на 4 персоны;Хлеб-соль;Бытовые товары;Кухонные товары;Наличные;"";3651;0;3;3651;1;1;1
2016-433477;jaZhE;prd-18;sp-18;2020;09.01.1974;30.04.2020;01.04.2020;09.01.1974 06:08:00;30.04.2020 15:12:00;[55.795394256,37.810488411];ВАО;Восточное Измайлово;Самовывоз;Искрина Мария Анатольевна;Женщина;Базовый;1985-09-01;Дзета;[55.730702846,37.735875581];город Москва, Рязанский проспект, дом 2, строение 24;Нижегородский;01.04.2020;Чистящее средство для автомобиля "Скорость";Городской драйв;Бытовая химия;Чистящие средства;Наличные;"";618;0;3;618;1;1;1
2016-141576;yYGKS;prd-25;sp-22;2020;09.01.1974;10.09.2020;01.09.2020;09.01.1974 06:08:00;10.09.2020 20:50:00;[55.664874254,37.555475322];ЮЗАО;Черёмушки;Самовывоз;Скрынников Борис Михайлович;Мужчина;Базовый;1980-05-05;Омега;[55.665135883,37.516913389];город Москва, улица Новаторов, дом 4, корпус 8;Обручевский;01.09.2020;Столовые приборы на 4 персоны;Хлеб-соль;Бытовые товары;Кухонные товары;Банковская карта;"";3643;0;2;3643;1;1;1
2016-990185;jQIGB;prd-15;sp-14;2020;09.01.1974;02.10.2020;01.10.2020;09.01.1974 06:08:00;02.10.2020 22:45:00;[55.82013088,37.58881537];СВАО;Бутырский;Самовывоз;Страшников Юрий Анатольевич;Мужчина;Серебряный;1993-10-26;Бета;[55.775754162,37.602958792];город Москва, Долгоруковская улица, дом 23, строение 1;Тверской;01.10.2020;Раствор для мытья полов;БиоДом;Бытовая химия;Моющие средства;Наличные;"";137;0;2;137;1;1;1
2016-450838;MomW2;prd-13;sp-18;2020;09.01.1974;09.03.2020;01.03.2020;09.01.1974 06:08:00;09.03.2020 17:36:00;[55.726007108,37.715690447];ЮВАО;Нижегородский;Самовывоз;Беков Гелани Абукарович;Мужчина;Базовый;1970-04-19;Дзета;[55.730702846,37.735875581];город Москва, Рязанский проспект, дом 2, строение 24;Нижегородский;01.03.2020;Гель для стирки цветных вещей;Чистый дом;Бытовая химия;Моющие средства;Банковская карта;"";475;0;4;475;1;1;1
2016-526111;cxCmW;prd-19;sp-22;2020;22.06.2020;16.06.2020;01.06.2020;22.06.2020 22:54:00;16.06.2020 16:56:00;[55.676701034,37.49635894];ЗАО;Проспект Вернадского;Доставка;Климов Виктор Владимирович;Мужчина;Золотой;1991-12-26;Омега;[55.665135883,37.516913389];город Москва, улица Новаторов, дом 4, корпус 8;Обручевский;01.06.2020;Порошок для чистки ковриков;Городской драйв;Бытовая химия;Чистящие средства;Банковская карта;6.248611111111111;423;0;4;423;1;1;1
2016-347602;Wr6WU;prd-28;sp-23;2020;09.01.1974;21.05.2020;01.05.2020;09.01.1974 06:08:00;21.05.2020 16:00:00;[55.728294931,37.667638702];ЮВАО;Южнопортовый;Самовывоз;Серов Михаил Александрович;Мужчина;Базовый;1983-06-10;Каппа;[55.7912397,37.687272174];город Москва, улица Стромынка, дом 6;Сокольники;01.05.2020;Лава-лампа;1001 и одна нужная мелочь;Бытовые товары;Товары последней необходимости;Наличные;"";2087;0;1;2087;1;1;1
2016-714766;py8CO;prd-35;sp-15;2020;09.01.1974;06.09.2020;01.09.2020;09.01.1974 06:08:00;06.09.2020 15:46:00;[55.885641005,37.593456199];СВАО;Алтуфьевский;Самовывоз;Буторина Лидия Игнатьевна;Женщина;Серебряный;1977-07-16;Гамма;[55.8538123,37.631289912];город Москва, Лазоревый проезд, дом 15, строение 4;Свиблово;01.09.2020;Электрический чайник;Разумный дом;Техника для дома;Кухонная;Наличные;"";1232;0;4;1232;1;1;1
2016-292777;YjrJY;prd-27;sp-17;2020;09.01.1974;08.10.2020;01.10.2020;09.01.1974 06:08:00;08.10.2020 19:51:00;[55.677266823,37.67431803];ЮАО;Нагатинский Затон;Самовывоз;Гарифуллина Альфия Мисваевна;Женщина;Золотой;1981-09-05;Эпсилон;[55.623839092,37.734113107];город Москва, Ореховый проезд, дом 17, корпус 2;Зябликово;01.10.2020;Декоративный букет;1001 и одна нужная мелочь;Бытовые товары;Товары последней необходимости;Банковская карта;"";775;0;1;775;1;1;1
2016-202092;U9fw6;prd-31;sp-23;2020;09.01.1974;13.12.2020;01.12.2020;09.01.1974 06:08:00;13.12.2020 17:12:00;[55.800957509,37.733354294];ВАО;Преображенское;Самовывоз;Романович Иван Михайлович;Мужчина;Базовый;1978-06-23;Каппа;[55.7912397,37.687272174];город Москва, улица Стромынка, дом 6;Сокольники;01.12.2020;Миксер многофункциональный;Kitchen&Food;Техника для дома;Кухонная;Банковская карта;"";1016;0;4;1016;1;1;1
2016-970940;x9bq5;prd-24;sp-14;2020;09.01.1974;20.12.2020;01.12.2020;09.01.1974 06:08:00;20.12.2020 13:33:00;[55.708939148,37.643230447];ЮАО;Даниловский;Самовывоз;Писаренко Юлия Григорьевна;Женщина;Золотой;1981-06-25;Бета;[55.775754162,37.602958792];город Москва, Долгоруковская улица, дом 23, строение 1;Тверской;01.12.2020;Набор тарелок на 4 персоны, керамические;Хлеб-соль;Бытовые товары;Кухонные товары;Наличные;"";2495;0;5;2495;1;1;1
2016-726693;1dJGl;prd-13;sp-14;2020;09.01.1974;13.10.2020;01.10.2020;09.01.1974 06:08:00;13.10.2020 14:31:00;[55.769330586,37.600645439];ЦАО;Тверской;Самовывоз;Лабудин Евгений Николаевич;Мужчина;Базовый;1981-01-26;Бета;[55.775754162,37.602958792];город Москва, Долгоруковская улица, дом 23, строение 1;Тверской;01.10.2020;Гель для стирки цветных вещей;Чистый дом;Бытовая химия;Моющие средства;Банковская карта;"";468;0;2;468;1;1;1
2016-843579;PzCSo;prd-31;sp-18;2020;25.12.2020;18.12.2020;01.12.2020;25.12.2020 22:51:00;18.12.2020 13:25:00;[55.804469464,37.784955481];ВАО;Северное Измайлово;Доставка;Вахрушева Виолетта Геннадьевна;Женщина;Базовый;1984-01-09;Дзета;[55.730702846,37.735875581];город Москва, Рязанский проспект, дом 2, строение 24;Нижегородский;01.12.2020;Миксер многофункциональный;Kitchen&Food;Техника для дома;Кухонная;Наличные;7.393055555555556;1028;0;3;1028;1;1;1
2016-906115;tDgKb;prd-28;sp-19;2020;01.06.2020;22.05.2020;01.05.2020;01.06.2020 11:00:00;22.05.2020 17:35:00;[55.792083786,37.486525191];СЗАО;Щукино;Доставка;Куделя Евгений Данилович;Мужчина;Базовый;1987-07-14;Эта;[55.862016728,37.422337259];город Москва, улица Вилиса Лациса, дом 23, корпус 2;Северное Тушино;01.05.2020;Лава-лампа;1001 и одна нужная мелочь;Бытовые товары;Товары последней необходимости;Банковская карта;9.725694444444445;2071;0;4;2071;1;1;1
2016-415332;d5u6Z;prd-21;sp-16;2020;23.07.2020;18.07.2020;01.07.2020;23.07.2020 09:07:00;18.07.2020 12:03:00;[55.687817359,37.5681906];ЮЗАО;Академический;Доставка;Шаповалов Сергей Александрович;Мужчина;Базовый;1974-10-04;Дельта;[55.63799676,37.590931324];город Москва, микрорайон Северное Чертаново, дом 5, корпус Г;Чертаново Северное;01.07.2020;Зубной порошок;Кедровый лес;Бытовые товары;Косметика и здоровье;Банковская карта;4.877777777777778;62;0;2;62;1;1;1
2016-164431;zQWte;prd-22;sp-16;2020;09.01.1974;17.12.2020;01.12.2020;09.01.1974 06:08:00;17.12.2020 20:03:00;[55.678459136,37.573866418];ЮЗАО;Академический;Самовывоз;Жук Елена Андреевна;Женщина;Серебряный;1983-04-15;Дельта;[55.63799676,37.590931324];город Москва, микрорайон Северное Чертаново, дом 5, корпус Г;Чертаново Северное;01.12.2020;Зубная паста отбеливающая;Кедровый лес;Бытовые товары;Косметика и здоровье;Наличные;"";82;0;5;82;1;1;1
